,NonTreated-Givpir,NonTreated-Givpir,NonTreated-Givpir,NonTreated-Givpir,NonTreated-Givpir,NonTreated-Givpir,NonTreated-Givpir,NonTreated-Givpir,NonTreated-Givpir,NonTreated-Netretopanpir,NonTreated-Netretopanpir,NonTreated-Netretopanpir,NonTreated-Netretopanpir,NonTreated-Netretopanpir,NonTreated-Netretopanpir,NonTreated-Netretopanpir,NonTreated-Netretopanpir,NonTreated-Netretopanpir,NonTreated-Xosam,NonTreated-Xosam,NonTreated-Xosam,NonTreated-Xosam,NonTreated-Xosam,NonTreated-Xosam,NonTreated-Xosam,NonTreated-Xosam,NonTreated-Xosam
ULJYK96,-0.59,0.277,0.898,0.723,0.981,0.277,0.5575202309355514,0.898,0.04672366333269562,0.76,0.776,0.999,0.224,0.964,0.224,0.6497519816658371,0.964,0.01592296609716924,0.57,0.717,0.991,0.283,0.984,0.283,0.5482135644757098,0.984,0.007004901568658489
ETOJ95,-0.99,0.162,0.897,0.838,0.981,0.162,0.790484985457369,0.897,0.047207556955907906,0.76,0.778,0.999,0.222,0.964,0.222,0.6536470255493614,0.964,0.01592296609716924,-0.51,0.304,0.93,0.696,0.984,0.304,0.5171264163912462,0.93,0.03151705144606486
YNV069,2.73,0.997,0.999,0.00316,0.599,0.00316,2.500312917381596,0.599,0.22257317761068865,0.77,0.78,0.999,0.22,0.964,0.22,0.6575773191777937,0.964,0.01592296609716924,0.13,0.551,0.97,0.449,0.984,0.449,0.3477536589966768,0.97,0.01322826573375516
JTKVW30,0.82,0.793,0.995,0.207,0.981,0.207,0.6840296545430823,0.981,0.008330992620051497,0.78,0.781,0.999,0.219,0.959,0.219,0.6595558851598816,0.959,0.018181392829336417,-1.0,0.158,0.925,0.842,0.984,0.158,0.8013429130455774,0.925,0.03385826726096737
NIZC983,1.05,0.853,0.999,0.147,0.953,0.147,0.8326826652518239,0.953,0.02090709936167361,0.78,0.782,0.999,0.218,0.959,0.218,0.6615435063953952,0.959,0.018181392829336417,-0.83,0.202,0.925,0.798,0.984,0.202,0.6946486305533762,0.925,0.03385826726096737
DBM1,-1.03,0.151,0.897,0.849,0.981,0.151,0.8210230527068306,0.897,0.047207556955907906,0.78,0.782,0.999,0.218,0.959,0.218,0.6615435063953952,0.959,0.018181392829336417,1.9,0.971,1.0,0.0286,0.817,0.0286,1.5436339668709569,0.817,0.08777794346758454
QXSM173,1.58,0.943,0.999,0.0574,0.838,0.0574,1.2410881076020266,0.838,0.07675598136972352,0.78,0.782,0.999,0.218,0.959,0.218,0.6615435063953952,0.959,0.018181392829336417,-0.42,0.337,0.945,0.663,0.984,0.337,0.47237009912866135,0.945,0.024568191490737076
NVJ40,0.62,0.732,0.988,0.268,0.981,0.268,0.5718652059712112,0.981,0.008330992620051497,0.78,0.783,0.999,0.217,0.959,0.217,0.6635402661514705,0.959,0.018181392829336417,-0.74,0.229,0.925,0.771,0.984,0.229,0.640164517660112,0.925,0.03385826726096737
AMXG0,0.6,0.725,0.988,0.275,0.981,0.275,0.5606673061697374,0.981,0.008330992620051497,0.78,0.783,0.999,0.217,0.959,0.217,0.6635402661514705,0.959,0.018181392829336417,2.75,0.997,1.0,0.00299,0.388,0.00299,2.5243288116755704,0.388,0.41116827440579273
LBKQA9,0.77,0.78,0.993,0.22,0.981,0.22,0.6575773191777937,0.981,0.008330992620051497,0.78,0.783,0.999,0.217,0.959,0.217,0.6635402661514705,0.959,0.018181392829336417,-0.54,0.293,0.925,0.707,0.984,0.293,0.5331323796458906,0.925,0.03385826726096737
ZZO84,-1.25,0.106,0.897,0.894,0.981,0.106,0.9746941347352298,0.897,0.047207556955907906,0.78,0.783,0.999,0.217,0.959,0.217,0.6635402661514705,0.959,0.018181392829336417,-1.18,0.118,0.925,0.882,0.984,0.118,0.9281179926938746,0.925,0.03385826726096737
XKHAI2,0.23,0.592,0.987,0.408,0.981,0.408,0.3893398369101201,0.981,0.008330992620051497,0.78,0.783,0.999,0.217,0.959,0.217,0.6635402661514705,0.959,0.018181392829336417,-0.77,0.222,0.925,0.778,0.984,0.222,0.6536470255493614,0.925,0.03385826726096737
JUOYN1,1.07,0.857,0.999,0.143,0.949,0.143,0.8446639625349383,0.949,0.022733787572707352,0.78,0.784,0.999,0.216,0.959,0.216,0.6655462488490691,0.959,0.018181392829336417,1.19,0.882,1.0,0.118,0.937,0.118,0.9281179926938746,0.937,0.02826040911222171
CDF745,1.39,0.918,0.999,0.0817,0.915,0.0817,1.0877779434675845,0.915,0.038578905933551705,0.79,0.784,0.999,0.216,0.959,0.216,0.6655462488490691,0.959,0.018181392829336417,-1.33,0.091,0.925,0.909,0.984,0.091,1.0409586076789064,0.925,0.03385826726096737
WTQMD74,-1.0,0.159,0.897,0.841,0.981,0.159,0.7986028756795485,0.897,0.047207556955907906,0.79,0.784,0.999,0.216,0.959,0.216,0.6655462488490691,0.959,0.018181392829336417,1.95,0.974,1.0,0.0257,0.817,0.0257,1.5900668766687054,0.817,0.08777794346758454
SEH613,1.98,0.976,0.999,0.0237,0.679,0.0237,1.6252516539898962,0.679,0.1681302257194983,0.79,0.784,0.999,0.216,0.959,0.216,0.6655462488490691,0.959,0.018181392829336417,0.83,0.797,0.998,0.203,0.973,0.203,0.6925039620867871,0.973,0.0118871597316481
LBTSD348,-0.68,0.248,0.897,0.752,0.981,0.248,0.6055483191737837,0.897,0.047207556955907906,0.79,0.785,0.999,0.215,0.959,0.215,0.6675615400843947,0.959,0.018181392829336417,-1.55,0.0602,0.925,0.94,0.986,0.0602,1.2204035087421754,0.925,0.03385826726096737
KLNWH76,2.22,0.987,0.999,0.0134,0.638,0.0134,1.8728952016351923,0.638,0.19517932127883766,0.79,0.786,0.999,0.214,0.959,0.214,0.6695862266508091,0.959,0.018181392829336417,1.51,0.935,1.0,0.065,0.929,0.065,1.1870866433571443,0.929,0.03198428600635821
LBT8,-0.54,0.295,0.898,0.705,0.981,0.295,0.530177984021837,0.898,0.04672366333269562,0.79,0.786,0.999,0.214,0.959,0.214,0.6695862266508091,0.959,0.018181392829336417,0.7,0.759,0.998,0.241,0.979,0.241,0.6179829574251317,0.979,0.009217308196862183
GWI4,2.72,0.997,0.999,0.00329,0.599,0.00329,2.4828041020500256,0.599,0.22257317761068865,0.79,0.786,0.999,0.214,0.959,0.214,0.6695862266508091,0.959,0.018181392829336417,0.99,0.838,0.998,0.162,0.953,0.162,0.790484985457369,0.953,0.02090709936167361
POGNU219,0.24,0.596,0.987,0.404,0.981,0.404,0.393618634889395,0.981,0.008330992620051497,0.79,0.786,0.999,0.214,0.959,0.214,0.6695862266508091,0.959,0.018181392829336417,-1.0,0.159,0.925,0.841,0.984,0.159,0.7986028756795485,0.925,0.03385826726096737
VMOR0,-0.99,0.162,0.897,0.838,0.981,0.162,0.790484985457369,0.897,0.047207556955907906,0.8,0.787,0.999,0.213,0.959,0.213,0.6716203965612623,0.959,0.018181392829336417,-0.15,0.439,0.959,0.561,0.984,0.439,0.35753547975787864,0.959,0.018181392829336417
ICBSE5,-1.15,0.126,0.897,0.874,0.981,0.126,0.8996294548824371,0.897,0.047207556955907906,0.8,0.788,0.999,0.212,0.959,0.212,0.6736641390712486,0.959,0.018181392829336417,-0.03,0.489,0.966,0.511,0.984,0.489,0.3106911408763798,0.966,0.015022873584506671
OARXN8,1.35,0.912,0.999,0.0883,0.915,0.0883,1.0540392964224314,0.915,0.038578905933551705,0.8,0.789,0.999,0.211,0.959,0.211,0.6757175447023074,0.959,0.018181392829336417,-0.37,0.355,0.945,0.645,0.984,0.355,0.44977164694490596,0.945,0.024568191490737076
YOBK20,0.5,0.691,0.988,0.309,0.981,0.309,0.5100415205751654,0.981,0.008330992620051497,0.8,0.789,0.999,0.211,0.959,0.211,0.6757175447023074,0.959,0.018181392829336417,-0.26,0.396,0.952,0.604,0.984,0.396,0.40230481407448765,0.952,0.021363051615525673
QTFCM802,-0.04,0.484,0.968,0.516,0.981,0.484,0.31515463835558755,0.968,0.014124642691606345,0.81,0.79,0.999,0.21,0.959,0.21,0.6777807052660807,0.959,0.018181392829336417,2.05,0.98,1.0,0.0204,0.817,0.0204,1.6903698325741012,0.817,0.08777794346758454
CDC59,-0.43,0.334,0.909,0.666,0.981,0.334,0.4762535331884355,0.909,0.041436116778032536,0.81,0.79,0.999,0.21,0.959,0.21,0.6777807052660807,0.959,0.018181392829336417,1.27,0.899,1.0,0.101,0.937,0.101,0.9956786262173574,0.937,0.02826040911222171
FFZI739,-0.04,0.483,0.968,0.517,0.981,0.483,0.31605286924848786,0.968,0.014124642691606345,0.81,0.791,0.999,0.209,0.959,0.209,0.679853713888946,0.959,0.018181392829336417,-0.74,0.229,0.925,0.771,0.984,0.229,0.640164517660112,0.925,0.03385826726096737
BNYQM7,-0.73,0.234,0.897,0.766,0.981,0.234,0.6307841425898572,0.897,0.047207556955907906,0.81,0.791,0.999,0.209,0.959,0.209,0.679853713888946,0.959,0.018181392829336417,0.09,0.537,0.97,0.463,0.984,0.463,0.33441900898204685,0.97,0.01322826573375516
YFZ164,-1.57,0.0583,0.897,0.942,0.981,0.0583,1.234331445240986,0.897,0.047207556955907906,0.81,0.791,0.999,0.209,0.959,0.209,0.679853713888946,0.959,0.018181392829336417,1.32,0.907,1.0,0.0927,0.937,0.0927,1.032920265855503,0.937,0.02826040911222171
SYAFC197,0.73,0.768,0.992,0.232,0.981,0.232,0.6345120151091003,0.981,0.008330992620051497,0.81,0.792,0.999,0.208,0.959,0.208,0.6819366650372385,0.959,0.018181392829336417,-0.38,0.351,0.945,0.649,0.984,0.351,0.4546928835341759,0.945,0.024568191490737076
DGC92,0.95,0.83,0.999,0.17,0.971,0.17,0.769551078621726,0.971,0.012780770091995148,0.82,0.793,0.999,0.207,0.959,0.207,0.6840296545430823,0.959,0.018181392829336417,-0.38,0.353,0.945,0.647,0.984,0.353,0.4522252946121775,0.945,0.024568191490737076
JYVJX5,1.52,0.936,0.999,0.0641,0.86,0.0641,1.1931419704811825,0.86,0.06550154875643228,0.82,0.794,0.999,0.206,0.959,0.206,0.6861327796308466,0.959,0.018181392829336417,-0.28,0.391,0.952,0.609,0.984,0.391,0.40782324260413316,0.952,0.021363051615525673
NSJM91,-1.18,0.119,0.897,0.881,0.981,0.119,0.9244530386074693,0.897,0.047207556955907906,0.82,0.794,0.999,0.206,0.959,0.206,0.6861327796308466,0.959,0.018181392829336417,0.94,0.827,0.998,0.173,0.953,0.173,0.7619538968712046,0.953,0.02090709936167361
LMTE9,1.23,0.891,0.999,0.109,0.915,0.109,0.9625735020593764,0.915,0.038578905933551705,0.82,0.794,0.999,0.206,0.959,0.206,0.6861327796308466,0.959,0.018181392829336417,-0.93,0.176,0.925,0.824,0.984,0.176,0.7544873321858502,0.925,0.03385826726096737
RION043,-0.21,0.419,0.951,0.581,0.981,0.419,0.3777859770337047,0.951,0.02181948306258609,0.82,0.795,0.999,0.205,0.959,0.205,0.6882461389442457,0.959,0.018181392829336417,-0.48,0.316,0.94,0.684,0.984,0.316,0.5003129173815962,0.94,0.026872146400301365
OFWK53,2.22,0.987,0.999,0.0133,0.638,0.0133,1.8761483590329142,0.638,0.19517932127883766,0.82,0.795,0.999,0.205,0.959,0.205,0.6882461389442457,0.959,0.018181392829336417,-0.34,0.366,0.947,0.634,0.984,0.366,0.43651891460558934,0.947,0.0236500209967266
WUEP615,0.74,0.772,0.992,0.228,0.981,0.228,0.6420651529995461,0.981,0.008330992620051497,0.82,0.795,0.999,0.205,0.959,0.205,0.6882461389442457,0.959,0.018181392829336417,0.79,0.785,0.998,0.215,0.979,0.215,0.6675615400843947,0.979,0.009217308196862183
JCVLN56,-1.56,0.0594,0.897,0.941,0.981,0.0594,1.2262135550188065,0.897,0.047207556955907906,0.83,0.797,0.999,0.203,0.959,0.203,0.6925039620867871,0.959,0.018181392829336417,0.42,0.661,0.981,0.339,0.984,0.339,0.4698003017969178,0.981,0.008330992620051497
HOTB13,0.11,0.543,0.972,0.457,0.981,0.457,0.34008379993014975,0.972,0.012333735073725434,0.83,0.797,0.999,0.203,0.959,0.203,0.6925039620867871,0.959,0.018181392829336417,-2.4,0.00822,0.925,0.992,0.997,0.00822,2.0851281824599495,0.925,0.03385826726096737
ZVMQZ072,2.22,0.987,0.999,0.0131,0.638,0.0131,1.8827287043442358,0.638,0.19517932127883766,0.84,0.801,0.999,0.199,0.951,0.199,0.7011469235902933,0.951,0.02181948306258609,-2.19,0.0144,0.925,0.986,0.995,0.0144,1.8416375079047504,0.925,0.03385826726096737
SGRYO7,-0.03,0.488,0.968,0.512,0.981,0.488,0.3115801779972894,0.968,0.014124642691606345,0.85,0.801,0.999,0.199,0.951,0.199,0.7011469235902933,0.951,0.02181948306258609,0.9,0.816,0.998,0.184,0.953,0.184,0.7351821769904635,0.953,0.02090709936167361
DABW1,0.05,0.519,0.97,0.481,0.981,0.481,0.31785492362616824,0.97,0.01322826573375516,0.85,0.801,0.999,0.199,0.951,0.199,0.7011469235902933,0.951,0.02181948306258609,0.52,0.7,0.986,0.3,0.984,0.3,0.5228787452803376,0.984,0.007004901568658489
FVIF9,-1.58,0.0567,0.897,0.943,0.981,0.0567,1.2464169411070933,0.897,0.047207556955907906,0.85,0.801,0.999,0.199,0.951,0.199,0.7011469235902933,0.951,0.02181948306258609,0.72,0.764,0.998,0.236,0.979,0.236,0.6270879970298935,0.979,0.009217308196862183
VIRN168,-1.28,0.0999,0.897,0.9,0.981,0.0999,1.0004345117740177,0.897,0.047207556955907906,0.85,0.802,0.999,0.198,0.951,0.198,0.7033348097384688,0.951,0.02181948306258609,0.12,0.549,0.97,0.451,0.984,0.451,0.34582345812203946,0.97,0.01322826573375516
PAQEU5,-1.03,0.152,0.897,0.848,0.981,0.152,0.8181564120552275,0.897,0.047207556955907906,0.85,0.802,0.999,0.198,0.951,0.198,0.7033348097384688,0.951,0.02181948306258609,0.79,0.785,0.998,0.215,0.979,0.215,0.6675615400843947,0.979,0.009217308196862183
PBCY24,-1.52,0.0639,0.897,0.936,0.981,0.0639,1.1944991418415998,0.897,0.047207556955907906,0.85,0.802,0.999,0.198,0.951,0.198,0.7033348097384688,0.951,0.02181948306258609,-0.08,0.468,0.962,0.532,0.984,0.468,0.32975414692587596,0.962,0.016824927962187056
IZK972,0.66,0.746,0.988,0.254,0.981,0.254,0.595166283380062,0.981,0.008330992620051497,0.85,0.803,0.999,0.197,0.951,0.197,0.7055337738384071,0.951,0.02181948306258609,-0.06,0.475,0.962,0.525,0.984,0.475,0.3233063903751334,0.962,0.016824927962187056
QPSU05,1.26,0.896,0.999,0.104,0.915,0.104,0.9829666607012196,0.915,0.038578905933551705,0.85,0.803,0.999,0.197,0.951,0.197,0.7055337738384071,0.951,0.02181948306258609,-0.4,0.346,0.945,0.654,0.984,0.346,0.46092390120722343,0.945,0.024568191490737076
SZMNL175,-0.93,0.177,0.897,0.823,0.981,0.177,0.7520267336381934,0.897,0.047207556955907906,0.86,0.804,0.999,0.196,0.951,0.196,0.707743928643524,0.951,0.02181948306258609,-0.83,0.203,0.925,0.797,0.984,0.203,0.6925039620867871,0.925,0.03385826726096737
FYEDV35,-1.14,0.127,0.897,0.873,0.981,0.127,0.8961962790440431,0.897,0.047207556955907906,0.86,0.804,0.999,0.196,0.951,0.196,0.707743928643524,0.951,0.02181948306258609,-0.53,0.299,0.93,0.701,0.984,0.299,0.5243288116755703,0.93,0.03151705144606486
EMS78,0.77,0.78,0.993,0.22,0.981,0.22,0.6575773191777937,0.981,0.008330992620051497,0.86,0.804,0.999,0.196,0.951,0.196,0.707743928643524,0.951,0.02181948306258609,1.14,0.872,1.0,0.128,0.949,0.128,0.8927900303521317,0.949,0.022733787572707352
WTLN1,-1.77,0.038,0.897,0.962,0.986,0.038,1.4202164033831899,0.897,0.047207556955907906,0.86,0.804,0.999,0.196,0.951,0.196,0.707743928643524,0.951,0.02181948306258609,0.25,0.598,0.974,0.402,0.984,0.402,0.3957739469155299,0.974,0.011441043121384482
YLT79,-0.48,0.316,0.909,0.684,0.981,0.316,0.5003129173815962,0.909,0.041436116778032536,0.86,0.805,0.999,0.195,0.951,0.195,0.7099653886374819,0.951,0.02181948306258609,-0.73,0.232,0.925,0.768,0.984,0.232,0.6345120151091003,0.925,0.03385826726096737
PVRI74,1.15,0.874,0.999,0.126,0.915,0.126,0.8996294548824371,0.915,0.038578905933551705,0.86,0.805,0.999,0.195,0.951,0.195,0.7099653886374819,0.951,0.02181948306258609,0.87,0.808,0.998,0.192,0.957,0.192,0.7166987712964504,0.957,0.01908806222315645
ZLMO3,-0.08,0.467,0.966,0.533,0.981,0.467,0.33068311943388784,0.966,0.015022873584506671,0.87,0.807,0.999,0.193,0.951,0.193,0.7144426909922262,0.951,0.02181948306258609,-0.77,0.219,0.925,0.781,0.984,0.219,0.6595558851598816,0.925,0.03385826726096737
QTF907,-1.38,0.0845,0.897,0.916,0.981,0.0845,1.0731432910503076,0.897,0.047207556955907906,0.87,0.807,0.999,0.193,0.951,0.193,0.7144426909922262,0.951,0.02181948306258609,0.03,0.513,0.97,0.487,0.984,0.487,0.3124710387853657,0.97,0.01322826573375516
SVYJ582,-0.94,0.175,0.897,0.825,0.981,0.175,0.7569619513137056,0.897,0.047207556955907906,0.87,0.807,0.999,0.193,0.951,0.193,0.7144426909922262,0.951,0.02181948306258609,0.46,0.678,0.981,0.322,0.984,0.322,0.4921441283041691,0.981,0.008330992620051497
FKQH7,-0.02,0.493,0.969,0.507,0.981,0.493,0.30715308072277,0.969,0.013676222949234686,0.87,0.809,0.999,0.191,0.951,0.191,0.7189666327522725,0.951,0.02181948306258609,-0.04,0.483,0.965,0.517,0.984,0.483,0.31605286924848786,0.965,0.015472686656207449
CRV259,0.33,0.628,0.987,0.372,0.981,0.372,0.4294570601181025,0.981,0.008330992620051497,0.88,0.81,0.999,0.19,0.951,0.19,0.721246399047171,0.951,0.02181948306258609,-0.47,0.319,0.943,0.681,0.984,0.319,0.4962093169428189,0.943,0.02548830726267165
XZAJV148,0.05,0.519,0.97,0.481,0.981,0.481,0.31785492362616824,0.97,0.01322826573375516,0.88,0.81,0.999,0.19,0.951,0.19,0.721246399047171,0.951,0.02181948306258609,0.85,0.802,0.998,0.198,0.969,0.198,0.7033348097384688,0.969,0.013676222949234686
LNM81,-0.13,0.449,0.959,0.551,0.981,0.449,0.3477536589966768,0.959,0.018181392829336417,0.88,0.811,0.999,0.189,0.951,0.189,0.7235381958267558,0.951,0.02181948306258609,-0.82,0.207,0.925,0.793,0.984,0.207,0.6840296545430823,0.925,0.03385826726096737
XWS8,-0.8,0.213,0.897,0.787,0.981,0.213,0.6716203965612623,0.897,0.047207556955907906,0.88,0.811,0.999,0.189,0.951,0.189,0.7235381958267558,0.951,0.02181948306258609,1.88,0.97,1.0,0.0301,0.817,0.0301,1.5214335044061567,0.817,0.08777794346758454
XUF6,3.26,0.999,0.999,0.000559,0.56,0.000559,3.252588192113577,0.56,0.25181197299379954,0.88,0.811,0.999,0.189,0.951,0.189,0.7235381958267558,0.951,0.02181948306258609,-0.2,0.42,0.958,0.58,0.984,0.42,0.37675070960209955,0.958,0.018634490921455603
DWIS380,1.35,0.912,0.999,0.0882,0.915,0.0882,1.0545314148681804,0.915,0.038578905933551705,0.88,0.812,0.999,0.188,0.951,0.188,0.7258421507363202,0.951,0.02181948306258609,-0.96,0.168,0.925,0.832,0.984,0.168,0.7746907182741372,0.925,0.03385826726096737
BEDFY75,0.68,0.753,0.988,0.247,0.981,0.247,0.6073030467403343,0.981,0.008330992620051497,0.89,0.812,0.999,0.188,0.951,0.188,0.7258421507363202,0.951,0.02181948306258609,0.01,0.504,0.97,0.496,0.984,0.496,0.30451832350980257,0.97,0.01322826573375516
PQOBL42,-0.04,0.486,0.968,0.514,0.981,0.486,0.3133637307377066,0.968,0.014124642691606345,0.89,0.813,0.999,0.187,0.951,0.187,0.7281583934635011,0.951,0.02181948306258609,0.3,0.616,0.975,0.384,0.984,0.384,0.4156687756324692,0.975,0.010995384301463193
SSP027,0.08,0.534,0.971,0.466,0.981,0.466,0.3316140833099998,0.971,0.012780770091995148,0.89,0.813,0.999,0.187,0.951,0.187,0.7281583934635011,0.951,0.02181948306258609,-0.37,0.357,0.945,0.643,0.984,0.357,0.4473317838878068,0.945,0.024568191490737076
GSX4,0.43,0.667,0.988,0.333,0.981,0.333,0.4775557664936801,0.981,0.008330992620051497,0.89,0.814,0.999,0.186,0.951,0.186,0.7304870557820837,0.951,0.02181948306258609,0.45,0.673,0.981,0.327,0.984,0.327,0.4854522473397139,0.981,0.008330992620051497
XWAH9,-0.71,0.24,0.897,0.76,0.981,0.24,0.619788758288394,0.897,0.047207556955907906,0.89,0.814,0.999,0.186,0.951,0.186,0.7304870557820837,0.951,0.02181948306258609,-0.41,0.34,0.945,0.66,0.984,0.34,0.46852108295774486,0.945,0.024568191490737076
OUJ67,1.31,0.906,0.999,0.0943,0.915,0.0943,1.0254883072626717,0.915,0.038578905933551705,0.9,0.815,0.999,0.185,0.951,0.185,0.7328282715969862,0.951,0.02181948306258609,-0.56,0.288,0.925,0.712,0.984,0.288,0.5406075122407692,0.925,0.03385826726096737
APFH180,0.24,0.596,0.987,0.404,0.981,0.404,0.393618634889395,0.981,0.008330992620051497,0.9,0.816,0.999,0.184,0.95,0.184,0.7351821769904635,0.95,0.022276394711152253,-0.37,0.354,0.945,0.646,0.984,0.354,0.4509967379742122,0.945,0.024568191490737076
EESDL1,-1.31,0.0953,0.897,0.905,0.981,0.0953,1.0209070993616736,0.897,0.047207556955907906,0.9,0.816,0.999,0.184,0.95,0.184,0.7351821769904635,0.95,0.022276394711152253,0.73,0.767,0.998,0.233,0.979,0.233,0.632644078973981,0.979,0.009217308196862183
WTLI483,-0.26,0.398,0.936,0.602,0.981,0.398,0.40011692792631215,0.936,0.028724151261894745,0.9,0.816,0.999,0.184,0.95,0.184,0.7351821769904635,0.95,0.022276394711152253,-0.3,0.384,0.952,0.616,0.984,0.384,0.4156687756324692,0.952,0.021363051615525673
JGNVH104,1.01,0.843,0.999,0.157,0.953,0.157,0.8041003475907662,0.953,0.02090709936167361,0.9,0.817,0.999,0.183,0.95,0.183,0.7375489102695706,0.95,0.022276394711152253,-0.51,0.304,0.93,0.696,0.984,0.304,0.5171264163912462,0.93,0.03151705144606486
SRA962,-0.72,0.235,0.897,0.765,0.981,0.235,0.6289321377282637,0.897,0.047207556955907906,0.91,0.819,0.999,0.181,0.943,0.181,0.7423214251308154,0.943,0.02548830726267165,0.13,0.551,0.97,0.449,0.984,0.449,0.3477536589966768,0.97,0.01322826573375516
PVW06,-0.0,0.499,0.97,0.501,0.981,0.499,0.3018994543766101,0.97,0.01322826573375516,0.91,0.819,0.999,0.181,0.943,0.181,0.7423214251308154,0.943,0.02548830726267165,-0.53,0.297,0.926,0.703,0.984,0.297,0.5272435506827877,0.926,0.033389013318065645
KHJ7,0.38,0.646,0.987,0.354,0.981,0.354,0.4509967379742122,0.981,0.008330992620051497,0.91,0.82,0.999,0.18,0.943,0.18,0.744727494896694,0.943,0.02548830726267165,-0.08,0.468,0.962,0.532,0.984,0.468,0.32975414692587596,0.962,0.016824927962187056
EZEYT97,0.01,0.504,0.97,0.496,0.981,0.496,0.30451832350980257,0.97,0.01322826573375516,0.92,0.82,0.999,0.18,0.943,0.18,0.744727494896694,0.943,0.02548830726267165,-0.6,0.275,0.925,0.725,0.984,0.275,0.5606673061697374,0.925,0.03385826726096737
JTZ285,-0.29,0.386,0.929,0.614,0.981,0.386,0.41341269532824504,0.929,0.03198428600635821,0.92,0.82,0.999,0.18,0.943,0.18,0.744727494896694,0.943,0.02548830726267165,-0.58,0.281,0.925,0.719,0.984,0.281,0.5512936800949201,0.925,0.03385826726096737
UPQHB21,-0.16,0.437,0.952,0.563,0.981,0.437,0.3595185630295782,0.952,0.021363051615525673,0.92,0.821,0.999,0.179,0.943,0.179,0.7471469690201068,0.943,0.02548830726267165,-0.5,0.308,0.931,0.692,0.984,0.308,0.5114492834995558,0.931,0.031050319018657353
MKWYD561,0.23,0.59,0.987,0.41,0.981,0.41,0.38721614328026455,0.981,0.008330992620051497,0.92,0.821,0.999,0.179,0.943,0.179,0.7471469690201068,0.943,0.02548830726267165,1.02,0.845,0.998,0.155,0.953,0.155,0.8096683018297085,0.953,0.02090709936167361
OKR410,0.54,0.706,0.988,0.294,0.981,0.294,0.5316526695878427,0.981,0.008330992620051497,0.92,0.821,0.999,0.179,0.943,0.179,0.7471469690201068,0.943,0.02548830726267165,1.03,0.848,0.998,0.152,0.953,0.152,0.8181564120552275,0.953,0.02090709936167361
CXT609,0.3,0.618,0.987,0.382,0.981,0.382,0.41793663708829126,0.981,0.008330992620051497,0.92,0.821,0.999,0.179,0.943,0.179,0.7471469690201068,0.943,0.02548830726267165,-0.19,0.425,0.958,0.575,0.984,0.425,0.37161106994968846,0.958,0.018634490921455603
PUB45,0.31,0.622,0.987,0.378,0.981,0.378,0.4225082001627747,0.981,0.008330992620051497,0.92,0.822,0.999,0.178,0.943,0.178,0.7495799976911061,0.943,0.02548830726267165,0.33,0.629,0.975,0.371,0.984,0.371,0.43062609038495414,0.975,0.010995384301463193
SHA2,-1.01,0.156,0.897,0.844,0.981,0.156,0.8068754016455384,0.897,0.047207556955907906,0.92,0.822,0.999,0.178,0.943,0.178,0.7495799976911061,0.943,0.02548830726267165,1.27,0.899,1.0,0.101,0.937,0.101,0.9956786262173574,0.937,0.02826040911222171
SROUB36,-0.31,0.38,0.929,0.62,0.981,0.38,0.42021640338318983,0.929,0.03198428600635821,0.92,0.822,0.999,0.178,0.943,0.178,0.7495799976911061,0.943,0.02548830726267165,-2.27,0.0116,0.925,0.988,0.996,0.0116,1.9355420107730816,0.925,0.03385826726096737
BXHG52,-2.23,0.0128,0.897,0.987,0.99,0.0128,1.8927900303521317,0.897,0.047207556955907906,0.93,0.823,0.999,0.177,0.943,0.177,0.7520267336381934,0.943,0.02548830726267165,0.42,0.664,0.981,0.336,0.984,0.336,0.4736607226101559,0.981,0.008330992620051497
